time,range_raw,copol_raw,time,range_raw,crosspol_raw,time,weather_inside_temperature,time,weather_outside_temperature,time,weather_inside_humidity,time,weather_outside_humidity,time,weather_wind_speed,time,weather_wind_direction,time,weather_barometric_pressure,time,weather_dew_point,time,weather_rain_rate,time,elevation_angle,time,azimuth_angle,time,copol_background,time,crosspol_background,time,telescope_temperature,time,detector_temperature,time,laser_temperature,time,date_yyyyMMdd,time,time_hhmmss,time,year,time,month,time,day,time,hour,time,minute,time,second,time,aod_age_secs,time,latitude,time,longitude,time,altitude,time,laser_energy,time,syncpulse,time,range_raw,copol_snr,time,range_raw,crosspol_snr,time,aeronet_aod,time,sda_aod_totals,time,sda_aod_fines,time,sda_aod_coarses,time,sda_ae_totals,time,sda_ae_fines,time,sda_dae_totals,time,sda_dae_fines,time,range_nrb,copol_nrb,time,range_nrb,crosspol_nrb,time,range_radiometer,radiometer_temperature,time,range_radiometer,radiometer_vaporDensity,time,range_radiometer,radiometer_liquid,time,range_radiometer,radiometer_relativeHumidity,time,number_of_clouds,number_of_cloud_outlines,clouds,time,number_of_clouds,pbls,time,range_vbp,extinction_coefficient,time,range_vbp,mass_concentration,time,range_vbp,VBP,time,range_nrb,depolarization_ratio,time,range_nrb,particle_type,time,number_of_particle_type,particle_type_mapping,time,lidar_ratio,time,aod
83.7125,6.6254134,0.0031236054,83.7125,6.6254134,0.0011006991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.6254134,7.537311,83.7125,6.6254134,1.4024765,,,,,,,,,,,,,,,,,83.7125,6.715351,0.02618945,83.7125,6.715351,0.0013908448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.715351,1.0000001e-07,83.7125,6.715351,7.0,,,,,,,
83.7125,6.6553926,0.0033913432,83.7125,6.6553926,0.0011899449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.6553926,8.354782,83.7125,6.6553926,1.6555176,,,,,,,,,,,,,,,,,83.7125,6.7453303,0.027630396,83.7125,6.7453303,-0.00084216625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.7453303,1.0000001e-07,83.7125,6.7453303,7.0,,,,,,,
83.7125,6.685372,0.0034657146,83.7125,6.685372,0.0009370816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.685372,8.585827,83.7125,6.685372,0.79239947,,,,,,,,,,,,,,,,,83.7125,6.7753096,0.026971573,83.7125,6.7753096,-0.0011158312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.7753096,1.0000001e-07,83.7125,6.7753096,7.0,,,,,,,
83.7125,6.715351,0.0034657146,83.7125,6.715351,0.0011899448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.715351,8.635171,83.7125,6.715351,1.6672314,,,,,,,,,,,,,,,,,83.7125,6.805289,0.025727794,83.7125,6.805289,0.0032347073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.805289,1.0000001e-07,83.7125,6.805289,7.0,,,,,,,
83.7125,6.7453303,0.0035549605,83.7125,6.7453303,0.0009370816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.7453303,8.916618,83.7125,6.7453303,0.7879434,,,,,,,,,,,,,,,,,83.7125,6.835268,0.02073835,83.7125,6.835268,0.00032239134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.835268,1.0000001e-07,83.7125,6.835268,7.0,,,,,,,
83.7125,6.7753096,0.003435966,83.7125,6.7753096,0.0009817046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.7753096,8.553526,83.7125,6.7753096,0.9539559,,,,,,,,,,,,,,,,,83.7125,6.8652472,0.028017912,83.7125,6.8652472,0.00089216634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.8652472,1.0000001e-07,83.7125,6.8652472,7.0,,,,,,,
83.7125,6.805289,0.0033913432,83.7125,6.805289,0.0013238136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.805289,8.447352,83.7125,6.805289,2.0625408,,,,,,,,,,,,,,,,,83.7125,6.8952265,0.022789875,83.7125,6.8952265,0.002370138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.8952265,1.0000001e-07,83.7125,6.8952265,7.0,,,,,,,
83.7125,6.835268,0.002900491,83.7125,6.835268,0.0010709505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.835268,6.826747,83.7125,6.835268,1.2383616,,,,,,,,,,,,,,,,,83.7125,6.9252057,0.022715015,83.7125,6.9252057,-0.001818232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.9252057,1.0000001e-07,83.7125,6.9252057,7.0,,,,,,,
83.7125,6.8652472,0.0035400863,83.7125,6.8652472,0.0011750706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.8652472,8.909827,83.7125,6.8652472,1.5663438,,,,,,,,,,,,,,,,,83.7125,6.955185,0.018925538,83.7125,6.955185,0.0025852672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.955185,1.0000001e-07,83.7125,6.955185,7.0,,,,,,,
83.7125,6.8952265,0.0029897366,83.7125,6.8952265,0.0012048193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.8952265,7.1173706,83.7125,6.8952265,1.716769,,,,,,,,,,,,,,,,,83.7125,6.985164,0.025078394,83.7125,6.985164,-0.00086481485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.985164,1.0000001e-07,83.7125,6.985164,7.0,,,,,,,
83.7125,6.9252057,0.0029748625,83.7125,6.9252057,0.00081808714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.9252057,7.046608,83.7125,6.9252057,0.44533014,,,,,,,,,,,,,,,,,83.7125,7.0151434,0.020995984,83.7125,7.0151434,0.0009360803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.0151434,1.0000001e-07,83.7125,7.0151434,7.0,,,,,,,
83.7125,6.955185,0.0027071247,83.7125,6.955185,0.0012048192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.955185,6.203468,83.7125,6.955185,1.6735898,,,,,,,,,,,,,,,,,83.7125,7.0451226,0.020099305,83.7125,7.0451226,0.0036778774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.0451226,1.0000001e-07,83.7125,7.0451226,7.0,,,,,,,
83.7125,6.985164,0.0032574744,83.7125,6.985164,0.0009222072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,6.985164,7.92138,83.7125,6.985164,0.7447968,,,,,,,,,,,,,,,,,83.7125,7.0751023,0.023684442,83.7125,7.0751023,-0.0014511185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.0751023,1.0000001e-07,83.7125,7.0751023,7.0,,,,,,,
83.7125,7.0151434,0.0028707422,83.7125,7.0151434,0.0010858248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.0151434,6.69493,83.7125,7.0151434,1.2863275,,,,,,,,,,,,,,,,,83.7125,7.1050816,0.022349058,83.7125,7.1050816,0.00068951445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.1050816,1.0000001e-07,83.7125,7.1050816,7.0,,,,,,,
83.7125,7.0451226,0.0027071247,83.7125,7.0451226,0.0012940653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.0451226,6.23454,83.7125,7.0451226,1.9558634,,,,,,,,,,,,,,,,,83.7125,7.135061,0.022945939,83.7125,7.135061,0.00072393875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.135061,1.0000001e-07,83.7125,7.135061,7.0,,,,,,,
83.7125,7.075102,0.002959988,83.7125,7.075102,0.0009519559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.075102,7.0046,83.7125,7.075102,0.8427368,,,,,,,,,,,,,,,,,83.7125,7.16504,0.027415058,83.7125,7.16504,0.0011935419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.16504,1.0000001e-07,83.7125,7.16504,7.0,,,,,,,
83.7125,7.105081,0.0029302395,83.7125,7.105081,0.0009222073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.105081,6.9359035,83.7125,7.105081,0.7635093,,,,,,,,,,,,,,,,,83.7125,7.1950192,0.02124133,83.7125,7.1950192,0.0008390478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.1950192,1.0000001e-07,83.7125,7.1950192,7.0,,,,,,,
83.7125,7.1350603,0.002959988,83.7125,7.1350603,0.0010114532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.1350603,7.060755,83.7125,7.1350603,1.0276289,,,,,,,,,,,,,,,,,83.7125,7.2249985,0.019748453,83.7125,7.2249985,-0.0020223316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.2249985,1.0000001e-07,83.7125,7.2249985,7.0,,,,,,,
83.7125,7.1650395,0.003183103,83.7125,7.1650395,0.001056076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.1650395,7.7699823,83.7125,7.1650395,1.1996942,,,,,,,,,,,,,,,,,83.7125,7.2549777,0.02347525,83.7125,7.2549777,0.0015592604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.2549777,1.0000001e-07,83.7125,7.2549777,7.0,,,,,,,
83.7125,7.195019,0.0027368732,83.7125,7.195019,0.0011155735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.195019,6.324255,83.7125,7.195019,1.3903842,,,,,,,,,,,,,,,,,83.7125,7.284957,0.022009578,83.7125,7.284957,0.001526547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.284957,1.0000001e-07,83.7125,7.284957,7.0,,,,,,,
83.7125,7.224998,0.00258813,83.7125,7.224998,0.00083296146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.224998,5.780125,83.7125,7.224998,0.46377134,,,,,,,,,,,,,,,,,83.7125,7.314936,0.02050827,83.7125,7.314936,-0.000475836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.314936,1.0000001e-07,83.7125,7.314936,7.0,,,,,,,
83.7125,7.2549777,0.0030046112,83.7125,7.2549777,0.001100699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.2549777,7.144829,83.7125,7.2549777,1.3276817,,,,,,,,,,,,,,,,,83.7125,7.3449154,0.020298554,83.7125,7.3449154,0.0009525769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.3449154,1.0000001e-07,83.7125,7.3449154,7.0,,,,,,,
83.7125,7.284957,0.0028261193,83.7125,7.284957,0.0010560761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.284957,6.627064,83.7125,7.284957,1.2030841,,,,,,,,,,,,,,,,,83.7125,7.3748946,0.02493011,83.7125,7.3748946,0.0009120334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.3748946,1.0000001e-07,83.7125,7.3748946,7.0,,,,,,,
83.7125,7.314936,0.0026178788,83.7125,7.314936,0.0008924587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.314936,5.954838,83.7125,7.314936,0.64377403,,,,,,,,,,,,,,,,,83.7125,7.404874,0.025552096,83.7125,7.404874,-0.001374626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.404874,1.0000001e-07,83.7125,7.404874,7.0,,,,,,,
83.7125,7.3449154,0.0026625018,83.7125,7.3449154,0.0010709505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.3449154,6.06833,83.7125,7.3449154,1.2486944,,,,,,,,,,,,,,,,,83.7125,7.434853,0.024454901,83.7125,7.434853,0.0018940462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.434853,1.0000001e-07,83.7125,7.434853,7.0,,,,,,,
83.7125,7.3748946,0.0029302395,83.7125,7.3748946,0.0010263276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.3748946,6.9295955,83.7125,7.3748946,1.099427,,,,,,,,,,,,,,,,,83.7125,7.4648323,0.020154372,83.7125,7.4648323,0.004940659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.4648323,1.0000001e-07,83.7125,7.4648323,7.0,,,,,,,
83.7125,7.404874,0.002959988,83.7125,7.404874,0.00087758445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.404874,7.052682,83.7125,7.404874,0.6125845,,,,,,,,,,,,,,,,,83.7125,7.4948115,0.021669144,83.7125,7.4948115,-0.0013509052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.4948115,1.0000001e-07,83.7125,7.4948115,7.0,,,,,,,
83.7125,7.434853,0.0029302398,83.7125,7.434853,0.001100699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.434853,6.926799,83.7125,7.434853,1.3475723,,,,,,,,,,,,,,,,,83.7125,7.524791,0.019822052,83.7125,7.524791,0.0038255395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.524791,1.0000001e-07,83.7125,7.524791,7.0,,,,,,,
83.7125,7.4648323,0.0025881303,83.7125,7.4648323,0.0013238138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.4648323,5.853545,83.7125,7.4648323,2.07662,,,,,,,,,,,,,,,,,83.7125,7.55477,0.025366634,83.7125,7.55477,0.00028625515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.55477,1.0000001e-07,83.7125,7.55477,7.0,,,,,,,
83.7125,7.4948115,0.0025435074,83.7125,7.4948115,0.0008180872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.4948115,5.6876507,83.7125,7.4948115,0.39336103,,,,,,,,,,,,,,,,,83.7125,7.584749,0.02303034,83.7125,7.584749,-0.0013920544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.584749,1.0000001e-07,83.7125,7.584749,7.0,,,,,,,
83.7125,7.524791,0.002469136,83.7125,7.524791,0.0012345678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.524791,5.499091,83.7125,7.524791,1.77144,,,,,,,,,,,,,,,,,83.7125,7.6147285,0.022511298,83.7125,7.6147285,0.0027309181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.6147285,1.0000001e-07,83.7125,7.6147285,7.0,,,,,,,
83.7125,7.55477,0.0028856164,83.7125,7.55477,0.0009817047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.55477,6.738053,83.7125,7.55477,0.96429145,,,,,,,,,,,,,,,,,83.7125,7.6447077,0.02313147,83.7125,7.6447077,0.0040806886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.6447077,1.0000001e-07,83.7125,7.6447077,7.0,,,,,,,
83.7125,7.584749,0.0026178788,83.7125,7.584749,0.00090733304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.584749,5.9269233,83.7125,7.584749,0.66204816,,,,,,,,,,,,,,,,,83.7125,7.674687,0.022092525,83.7125,7.674687,0.004223109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.674687,1.0000001e-07,83.7125,7.674687,7.0,,,,,,,
83.7125,7.6147285,0.0027517478,83.7125,7.6147285,0.0011006991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.6147285,6.363825,83.7125,7.6147285,1.359699,,,,,,,,,,,,,,,,,83.7125,7.704666,0.02454076,83.7125,7.704666,0.001801646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.704666,1.0000001e-07,83.7125,7.704666,7.0,,,,,,,
83.7125,7.6447077,0.002617879,83.7125,7.6447077,0.001189945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.6447077,5.9325795,83.7125,7.6447077,1.6783042,,,,,,,,,,,,,,,,,83.7125,7.7346454,0.018982612,83.7125,7.7346454,-0.0029716238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.7346454,1.0000001e-07,83.7125,7.7346454,7.0,,,,,,,
83.7125,7.674687,0.002573256,83.7125,7.674687,0.0011750706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.674687,5.821603,83.7125,7.674687,1.6014758,,,,,,,,,,,,,,,,,83.7125,7.7646246,0.024096508,83.7125,7.7646246,0.0010447172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.7646246,1.0000001e-07,83.7125,7.7646246,7.0,,,,,,,
83.7125,7.704666,0.002707125,83.7125,7.704666,0.0011304478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.704666,6.1708612,83.7125,7.704666,1.433105,,,,,,,,,,,,,,,,,83.7125,7.794604,0.02301097,83.7125,7.794604,0.0013893732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.794604,1.0000001e-07,83.7125,7.794604,7.0,,,,,,,
83.7125,7.7346454,0.002335267,83.7125,7.7346454,0.00083296135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.7346454,5.019802,83.7125,7.7346454,0.4096177,,,,,,,,,,,,,,,,,83.7125,7.824583,0.01589285,83.7125,7.824583,0.0024328707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.824583,1.0000001e-07,83.7125,7.824583,7.0,,,,,,,
83.7125,7.7646246,0.0026922503,83.7125,7.7646246,0.0009817046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.7646246,6.1949625,83.7125,7.7646246,0.9232344,,,,,,,,,,,,,,,,,83.7125,7.8545623,0.02209067,83.7125,7.8545623,-2.217686e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.8545623,1.0000001e-07,83.7125,7.8545623,7.0,,,,,,,
83.7125,7.794604,0.0025137588,83.7125,7.794604,0.0009668303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.794604,5.609236,83.7125,7.794604,0.95121735,,,,,,,,,,,,,,,,,83.7125,7.8845415,0.023928005,83.7125,7.8845415,-0.001077393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.8845415,1.0000001e-07,83.7125,7.8845415,7.0,,,,,,,
83.7125,7.824583,0.0021270267,83.7125,7.824583,0.0011453221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.824583,4.3797293,83.7125,7.824583,1.4931822,,,,,,,,,,,,,,,,,83.7125,7.914521,0.026725436,83.7125,7.914521,-0.0023461075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.914521,1.0000001e-07,83.7125,7.914521,7.0,,,,,,,
83.7125,7.8545623,0.0024542615,83.7125,7.8545623,0.0009370816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.8545623,5.4091473,83.7125,7.8545623,0.79841876,,,,,,,,,,,,,,,,,83.7125,7.9445004,0.01741015,83.7125,7.9445004,-0.0017467828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.9445004,1.0000001e-07,83.7125,7.9445004,7.0,,,,,,,
83.7125,7.8845415,0.0025583815,83.7125,7.8845415,0.00080321275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.8845415,5.7712545,83.7125,7.8845415,0.36950812,,,,,,,,,,,,,,,,,83.7125,7.9744797,0.021222021,83.7125,7.9744797,0.0017706563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.9744797,1.0000001e-07,83.7125,7.9744797,7.0,,,,,,,
83.7125,7.9145207,0.002751748,83.7125,7.9145207,0.00078833854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.9145207,6.338485,83.7125,7.9145207,0.29202923,,,,,,,,,,,,,,,,,83.7125,8.004458,0.022125235,83.7125,8.004458,-0.00073322124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.004458,1.0000001e-07,83.7125,8.004458,7.0,,,,,,,
83.7125,7.9445,0.0021419008,83.7125,7.9445,0.0008032128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.9445,4.383982,83.7125,7.9445,0.37834737,,,,,,,,,,,,,,,,,83.7125,8.034438,0.028659036,83.7125,8.034438,-0.0031000958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.034438,1.0000001e-07,83.7125,8.034438,7.0,,,,,,,
83.7125,7.974479,0.0023798898,83.7125,7.974479,0.0010709505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,7.974479,5.1800547,83.7125,7.974479,1.2136525,,,,,,,,,,,,,,,,,83.7125,8.064417,0.021243257,83.7125,8.064417,-0.00094933703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.064417,1.0000001e-07,83.7125,8.064417,7.0,,,,,,,
83.7125,8.004458,0.00248401,83.7125,8.004458,0.0008478358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.004458,5.505168,83.7125,8.004458,0.49792755,,,,,,,,,,,,,,,,,83.7125,8.094397,0.02275773,83.7125,8.094397,0.0005775286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.094397,1.0000001e-07,83.7125,8.094397,7.0,,,,,,,
83.7125,8.034438,0.0028112454,83.7125,8.034438,0.0007883385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.034438,6.566739,83.7125,8.034438,0.30499223,,,,,,,,,,,,,,,,,83.7125,8.124375,0.023482064,83.7125,8.124375,0.0055144597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.124375,1.0000001e-07,83.7125,8.124375,7.0,,,,,,,
83.7125,8.064417,0.0023650154,83.7125,8.064417,0.0007883385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.064417,5.18244,83.7125,8.064417,0.30553997,,,,,,,,,,,,,,,,,83.7125,8.154355,0.018276056,83.7125,8.154355,-0.0010144308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.154355,1.0000001e-07,83.7125,8.154355,7.0,,,,,,,
83.7125,8.094397,0.0023501413,83.7125,8.094397,0.0010560761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.094397,5.0935583,83.7125,8.094397,1.1966101,,,,,,,,,,,,,,,,,83.7125,8.184334,0.019363128,83.7125,8.184334,-0.0008795059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.184334,1.0000001e-07,83.7125,8.184334,7.0,,,,,,,
83.7125,8.124375,0.0023501413,83.7125,8.124375,0.0012791908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.124375,5.061519,83.7125,8.124375,1.9384373,,,,,,,,,,,,,,,,,83.7125,8.2143135,0.024205161,83.7125,8.2143135,0.0025143938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.2143135,1.0000001e-07,83.7125,8.2143135,7.0,,,,,,,
83.7125,8.154355,0.002141901,83.7125,8.154355,0.0009222073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.154355,4.3878727,83.7125,8.154355,0.744014,,,,,,,,,,,,,,,,,83.7125,8.244292,0.018852495,83.7125,8.244292,0.0010329572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.244292,1.0000001e-07,83.7125,8.244292,7.0,,,,,,,
83.7125,8.184334,0.0022608954,83.7125,8.184334,0.00093708164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.184334,4.7533727,83.7125,8.184334,0.82025015,,,,,,,,,,,,,,,,,83.7125,8.274272,0.020873247,83.7125,8.274272,0.0037278803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.274272,1.0000001e-07,83.7125,8.274272,7.0,,,,,,,
83.7125,8.2143135,0.00248401,83.7125,8.2143135,0.0010263275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.2143135,5.5282364,83.7125,8.2143135,1.1029942,,,,,,,,,,,,,,,,,83.7125,8.304251,0.025357911,83.7125,8.304251,0.0012102883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7125,8.304251,1.0000001e-07,83.7125,8.304251,7.0,,,,,,,
