a2672316.421332
Narit-cm 23/07/2026 16:40:13 23/07/2026 16:42:13 0045 0013.384714 0052.542598 00.0 00.0
0002401 0010 0000000 0010 05 0000000 0010 0000000 0010
1 0 1 05024 0 0750 3.75 00532.p 0 0 01 000 16 002401 0.500 BT0
1 2 1 04090 0 0750 3.75 00532.p 0 0 01 000 16 002401 0.500 S2A0
1 1 1 05024 0 0750 3.75 00532.p 0 0 00 000 00 002401 3.1746 BC0
1 3 1 04090 0 0750 3.75 00532.p 0 0 00 000 00 002401 3.1746 S2P0
1 5 0 05024 0 0000 1.00 00000.o 0 0 00 000 00 000000 0.000 OF0
532.000 .p Analog 0 	532.000 .p Analog StErr 0 	532.000 .p Photon Counting 0 	532.000 .p PC StErr 0 	0.000 .o Overflow Info 0 
6.02777	0.00101944	1.24948	0.143848	0
6.02662	0.00101918	1.48272	0.15609	0
6.02619	0.00101698	1.33278	0.148268	0
6.02778	0.00105187	1.3661	0.15575	0
6.02759	0.00103468	1.4494	0.15439	0
6.02585	0.000989863	1.21616	0.142147	0
6.02576	0.00105233	1.4494	0.15439	0
6.02688	0.00103553	1.2828	0.143848	0
6.02676	0.000994534	1.41608	0.15439	0
6.02629	0.00106478	1.16618	0.139427	0
6.02727	0.00102249	1.1995	0.141127	0
6.02659	0.00104766	1.24948	0.143848	0
6.02589	0.000993885	1.01624	0.128545	0
6.02665	0.0010031	1.38276	0.150989	0
6.02753	0.00108696	1.41608	0.150989	0
6.02757	0.00103916	1.4494	0.15439	0
6.02747	0.00104117	1.49938	0.15677	0
6.02844	0.001069	1.31612	0.145548	0
6.02724	0.00104337	1.48272	0.15609	0
6.02725	0.00102398	1.21616	0.144188	0
6.02665	0.00103125	1.26614	0.144868	0
6.02609	0.000971572	1.06622	0.131605	0
6.02792	0.00105414	1.54935	0.15745	0
6.02866	0.00105622	1.41608	0.152689	0
6.02704	0.00102333	1.24948	0.142147	0
6.02745	0.00101976	1.31612	0.147588	0
6.02743	0.0010234	1.14952	0.138407	0
6.02535	0.000996933	1.18284	0.138407	0
6.02597	0.00102878	1.13286	0.135346	0
6.02777	0.00104078	1.4494	0.15609	0
6.02761	0.00101788	1.08288	0.136706	0
6.0251	0.00101509	1.18284	0.138407	0
6.02568	0.00100095	1.33278	0.146568	0
6.0276	0.00102878	1.3661	0.148268	0
6.02653	0.00102606	1.16618	0.137386	0
6.02495	0.00103014	1.29946	0.144868	0
6.02582	0.00101477	1.1995	0.139087	0
6.02713	0.00100887	1.23282	0.143167	0
6.02622	0.00101717	1.13286	0.135346	0
6.02603	0.00101081	1.06622	0.133646	0
6.02668	0.00101295	1.24948	0.142147	0
6.02779	0.00105032	1.29946	0.144868	0
6.02858	0.00104376	1.43274	0.15881	0
6.02807	0.00105797	1.2828	0.145888	0
6.02863	0.00105375	1.34944	0.149289	0
6.02836	0.00105369	1.39942	0.152009	0
6.02803	0.00101925	1.29946	0.150309	0
6.02766	0.00105181	1.39942	0.152009	0
6.02815	0.00104461	1.39942	0.152009	0
6.02759	0.00106517	1.16618	0.137386	0
6.02531	0.000998944	1.23282	0.143167	0
6.02537	0.00102904	1.33278	0.146568	0
6.02585	0.00101224	1.24948	0.142147	0
6.02687	0.00104195	1.26614	0.144868	0
6.02654	0.000994144	1.1162	0.134326	0
6.02551	0.00101341	1.26614	0.142827	0
6.02611	0.000973259	1.13286	0.135346	0
6.02519	0.00101503	1.08288	0.132625	0
6.02561	0.00102859	1.31612	0.145548	0
6.02873	0.00107172	1.49938	0.15677	0
6.02823	0.00103721	1.38276	0.150989	0
6.02713	0.00106329	1.53269	0.15847	0
6.02674	0.000994469	1.1162	0.134326	0
6.02634	0.000984091	1.04956	0.130585	0
6.02783	0.00101237	1.29946	0.144868	0
6.02818	0.0010101	1.48272	0.15439	0
6.02667	0.00103468	1.29946	0.144868	0
6.02702	0.00103274	1.39942	0.149969	0
6.02823	0.00100121	1.21616	0.140107	0
6.02741	0.000998814	1.09954	0.133646	0
6.02745	0.00102262	1.3661	0.152009	0
6.02822	0.0010426	1.26614	0.144868	0
6.0272	0.00103449	1.33278	0.148268	0
6.02809	0.00101646	1.09954	0.135686	0
6.02845	0.00104993	1.54935	0.15745	0
6.02607	0.00102411	1.24948	0.142147	0
6.02569	0.00104305	1.33278	0.148268	0
6.02741	0.00107055	1.2828	0.145888	0
6.02834	0.001045	1.33278	0.148268	0
6.02695	0.00106147	1.43274	0.153709	0
6.02736	0.00104902	1.38276	0.150989	0
6.02858	0.00106309	1.4494	0.152689	0
6.02656	0.00100731	1.29946	0.146568	0
6.02517	0.00103858	1.29946	0.144868	0
6.02628	0.0010173	1.34944	0.147248	0
6.02487	0.000989085	0.966264	0.129565	0
6.02508	0.000997777	1.23282	0.141127	0
6.02779	0.00101717	1.4494	0.152689	0
6.02883	0.00104629	1.3661	0.152009	0
6.02768	0.00105297	1.29946	0.148608	0
6.02585	0.000999593	1.01624	0.128545	0
6.02526	0.00100991	1.33278	0.148268	0
6.02633	0.00101406	1.26614	0.146908	0
6.02614	0.000988566	1.24948	0.142147	0
6.02603	0.00098915	1.09954	0.133646	0
6.02673	0.00103851	1.56601	0.15847	0
6.02759	0.00105706	1.43274	0.15541	0
6.02628	0.00102917	1.33278	0.150309	0
6.02426	0.000974361	1.01624	0.128545	0
6.0269	0.00103624	1.38276	0.150989	0
6.02977	0.00107334	1.74927	0.168672	0
6.02762	0.000990447	1.06622	0.131605	0
6.02587	0.000981561	1.29946	0.144868	0
6.02538	0.000967551	1.33278	0.146568	0
6.02618	0.00100134	1.34944	0.150989	0
6.02653	0.00102502	1.18284	0.140447	0
6.0267	0.00104915	1.43274	0.15541	0
6.02728	0.000997842	1.23282	0.141127	0
6.02751	0.00103455	1.54935	0.162891	0
6.0292	0.00103643	1.43274	0.151669	0
6.02834	0.00107036	1.31612	0.145548	0
6.02416	0.000991809	1.0329	0.129565	0
6.02543	0.00104072	1.21616	0.142147	0
6.02748	0.00101458	1.04956	0.130585	0
6.02638	0.00103313	1.4494	0.152689	0
6.02699	0.00102936	1.31612	0.145548	0
6.02767	0.00101581	1.31612	0.147588	0
6.02595	0.00103254	1.06622	0.131605	0
6.02597	0.000982599	1.2828	0.143848	0
6.02661	0.00100063	1.16618	0.139427	0
6.02649	0.00101548	1.09954	0.133646	0
6.02658	0.00100614	1.3661	0.150309	0
6.02584	0.000976307	1.13286	0.135346	0
6.02512	0.000990188	1.1162	0.134326	0
6.02715	0.00103241	1.34944	0.153029	0
6.0278	0.00104772	1.24948	0.143848	0
6.02671	0.000995571	1.16618	0.137386	0
6.02548	0.00100387	1.21616	0.142147	0
6.02754	0.00104474	1.43274	0.15541	0
6.02825	0.00101341	1.46606	0.153369	0
6.02749	0.00102482	1.3661	0.148268	0
6.02681	0.00100679	1.33278	0.146568	0
6.0261	0.00102359	1.26614	0.142827	0
6.02513	0.000971507	1.09954	0.133646	0
6.02591	0.000978707	1.21616	0.140107	0
6.02626	0.000991485	1.16618	0.137386	0
6.02697	0.00104162	1.31612	0.151329	0
6.02758	0.00101652	1.34944	0.147248	0
6.0274	0.00105187	1.29946	0.148608	0
6.02698	0.00111511	1.39942	0.152009	0
6.027	0.00103546	1.3661	0.148268	0
6.02772	0.00106115	1.14952	0.136366	0
6.02819	0.00105414	1.56601	0.163571	0
6.02748	0.00107795	1.33278	0.148268	0
6.0261	0.00101445	1.08288	0.134666	0
6.02594	0.0010112	1.31612	0.145548	0
6.02914	0.00102917	1.56601	0.161871	0
6.02761	0.00103682	1.46606	0.15881	0
6.02651	0.00100024	1.04956	0.132625	0
6.02797	0.00102807	1.09954	0.133646	0
6.02686	0.00100614	1.06622	0.131605	0
6.02533	0.00100939	1.14952	0.138407	0
6.02519	0.00100031	1.14952	0.138407	0
6.02545	0.00103922	1.34944	0.149289	0
6.02534	0.000954384	0.966264	0.125484	0
6.02612	0.00100297	1.31612	0.145548	0
6.02754	0.00101827	1.58267	0.164251	0
6.02691	0.00105583	1.34944	0.149289	0
6.02612	0.00102962	1.33278	0.148268	0
6.0264	0.00103384	1.29946	0.144868	0
6.02741	0.00105544	1.29946	0.150309	0
6.02713	0.00106231	1.46606	0.15507	0
6.02758	0.00104558	1.23282	0.141127	0
6.02661	0.00103222	1.41608	0.150989	0
6.02625	0.0010114	0.999584	0.127524	0
6.02748	0.0010352	1.46606	0.153369	0
6.0279	0.00105816	1.16618	0.139427	0
6.02757	0.00103449	1.41608	0.152689	0
6.0273	0.00100083	1.31612	0.145548	0
6.02628	0.00102722	1.09954	0.135686	0
6.02699	0.000999787	1.29946	0.150309	0
6.02749	0.00102366	1.06622	0.135686	0
6.02706	0.00107658	1.48272	0.159491	0
6.02782	0.00103339	1.1995	0.139087	0
6.02695	0.00102268	1.51603	0.15779	0
6.02569	0.0010269	1.16618	0.139427	0
6.02584	0.0010352	1.3661	0.152009	0
6.02805	0.00108592	1.33278	0.150309	0
6.02722	0.00103702	1.29946	0.148608	0
6.026	0.00100238	1.14952	0.136366	0
6.0268	0.00102158	1.39942	0.152009	0
6.02517	0.00100368	1.08288	0.136706	0
6.02435	0.000996479	1.23282	0.141127	0
6.02596	0.00102813	0.982924	0.126504	0
6.02618	0.00100718	1.21616	0.140107	0
6.02683	0.000995831	1.1995	0.139087	0
6.02792	0.00100245	1.21616	0.140107	0
6.02675	0.000999268	1.21616	0.142147	0
6.02518	0.000975723	1.16618	0.141467	0
6.02479	0.00096301	1.06622	0.133646	0
6.02664	0.00100206	1.29946	0.144868	0
6.02789	0.00104091	1.33278	0.148268	0
6.02823	0.00102294	1.0329	0.129565	0
6.02769	0.00107405	1.41608	0.152689	0
6.02797	0.00103987	1.01624	0.128545	0
6.0263	0.000993366	1.41608	0.152689	0
6.02736	0.001045	1.1995	0.143167	0
6.02758	0.000990707	1.21616	0.140107	0
6.02712	0.00105648	1.43274	0.151669	0
6.02708	0.00102385	1.1995	0.143167	0
6.02632	0.00101925	1.4494	0.15439	0
6.02665	0.00105888	1.3661	0.15575	0
6.02668	0.0010136	1.3661	0.150309	0
6.02674	0.00105771	1.58267	0.160851	0
6.02743	0.00104461	1.18284	0.142147	0
6.02645	0.00101548	1.29946	0.144868	0
6.02506	0.000998555	1.18284	0.138407	0
6.02586	0.00101529	1.26614	0.144868	0
6.02593	0.00102216	1.18284	0.138407	0
6.02565	0.000976437	1.04956	0.130585	0
6.02606	0.000997387	1.2828	0.145888	0
6.02731	0.000995896	1.1995	0.139087	0
6.02802	0.00106906	1.4494	0.15439	0
6.02864	0.00104266	1.48272	0.15609	0
6.02745	0.00102962	1.33278	0.146568	0
6.02805	0.00107217	1.2828	0.149629	0
6.02817	0.00102132	1.31612	0.149289	0
6.02852	0.00104811	1.38276	0.150989	0
6.0277	0.0010245	1.21616	0.140107	0
6.0271	0.0010411	1.49938	0.160511	0
6.02745	0.00105557	1.29946	0.144868	0
6.0253	0.0010138	0.949604	0.124464	0
6.02765	0.00105667	1.81591	0.173093	0
6.029	0.00106491	1.18284	0.142147	0
6.02683	0.0010496	1.41608	0.152689	0
6.02648	0.00106796	1.31612	0.145548	0
6.0268	0.00101042	1.29946	0.146568	0
6.02639	0.00100627	1.38276	0.149289	0
6.02674	0.00107555	1.21616	0.142147	0
6.02723	0.00102508	1.33278	0.148268	0
6.02739	0.00100284	1.39942	0.152009	0
6.02663	0.0010088	1.09954	0.135686	0
6.02597	0.00102178	1.46606	0.15711	0
6.02641	0.000989345	1.14952	0.138407	0
6.02575	0.000991485	1.08288	0.134666	0
6.02634	0.000983377	1.01624	0.130585	0
6.02638	0.00102366	1.06622	0.131605	0
6.02657	0.000989799	1.04956	0.132625	0
6.02726	0.00101652	1.66597	0.163231	0
6.02898	0.00103176	1.54935	0.159151	0
6.0276	0.000997517	0.999584	0.127524	0
6.02649	0.000984804	1.33278	0.148268	0
6.0273	0.000999333	1.26614	0.144868	0
6.02793	0.00102041	1.46606	0.153369	0
6.02766	0.00103274	1.38276	0.15473	0
6.02814	0.00103838	1.18284	0.138407	0
6.02694	0.00102223	1.54935	0.159151	0
6.02641	0.00102216	1.23282	0.144868	0
6.02748	0.00103708	1.4494	0.152689	0
6.02643	0.00102671	1.31612	0.145548	0
6.02622	0.00102891	1.38276	0.149289	0
6.02498	0.000985064	0.949604	0.126504	0
6.02428	0.000978123	1.1995	0.139087	0
6.02643	0.00105842	1.41608	0.15643	0
6.02767	0.00104363	1.1995	0.141127	0
6.02613	0.00101678	1.23282	0.141127	0
6.0266	0.0010738	1.54935	0.15745	0
6.02666	0.00104908	1.2828	0.143848	0
6.02554	0.00101788	1.33278	0.148268	0
6.02722	0.00102911	1.38276	0.149289	0
6.02768	0.000988436	1.1995	0.141127	0
6.02636	0.00102696	1.56601	0.15847	0
6.02774	0.00100031	1.13286	0.135346	0
6.02758	0.0010162	1.33278	0.148268	0
6.02697	0.0010426	1.4494	0.152689	0
6.02682	0.00100225	1.34944	0.147248	0
6.02682	0.00105881	1.39942	0.149969	0
6.02601	0.00101445	1.09954	0.133646	0
6.02506	0.000948676	1.06622	0.131605	0
6.0255	0.000984739	1.09954	0.137726	0
6.02692	0.000981366	1.3661	0.150309	0
6.02777	0.00103215	1.48272	0.159491	0
6.02903	0.0010208	1.1995	0.139087	0
6.02717	0.00100854	1.2828	0.145888	0
6.02717	0.00100653	1.4494	0.15779	0
6.02751	0.00103021	1.39942	0.149969	0
6.02766	0.00101646	1.24948	0.145888	0
6.0273	0.00107302	1.24948	0.142147	0
6.02749	0.00101445	1.23282	0.141127	0
6.02848	0.00103261	1.34944	0.150989	0
6.02865	0.00103345	1.33278	0.148268	0
6.02737	0.00101406	1.29946	0.146568	0
6.02589	0.00100608	1.23282	0.143167	0
6.02558	0.00101218	1.34944	0.149289	0
6.026	0.000978967	1.04956	0.134666	0
6.02659	0.00102878	1.31612	0.147588	0
6.02722	0.00106913	1.29946	0.144868	0
6.02572	0.00102288	1.01624	0.128545	0
6.0248	0.000958794	1.24948	0.145888	0
6.02693	0.00104312	1.46606	0.153369	0
6.02782	0.00101484	1.13286	0.135346	0
6.02608	0.00103468	1.51603	0.15779	0
6.02742	0.00100919	1.21616	0.140107	0
6.02658	0.000987334	1.1995	0.141127	0
6.02638	0.000976437	1.21616	0.140107	0
6.02681	0.000996285	1.29946	0.146568	0
6.02755	0.00103099	1.3661	0.150309	0
6.02668	0.00102943	1.08288	0.132625	0
6.0267	0.00102891	1.38276	0.150989	0
6.0274	0.000996155	1.24948	0.142147	0
6.02618	0.000980329	1.33278	0.152009	0
6.02572	0.000995636	1.08288	0.136706	0
6.02636	0.00100608	1.38276	0.150989	0
6.02728	0.00102255	1.21616	0.140107	0
6.02632	0.0010293	1.29946	0.146568	0
6.02705	0.00102035	1.3661	0.150309	0
6.02751	0.00102547	1.31612	0.145548	0
6.02618	0.00101068	1.21616	0.140107	0
6.02561	0.000980069	1.31612	0.147588	0
6.02748	0.00101613	1.53269	0.163571	0
6.02953	0.00104461	1.39942	0.152009	0
6.02765	0.00105914	1.49938	0.160511	0
6.02742	0.00101989	1.21616	0.144188	0
6.02781	0.00101983	1.31612	0.147588	0
6.02809	0.00103656	1.61599	0.160851	0
6.02714	0.00103546	1.21616	0.142147	0
6.02541	0.00101185	1.23282	0.143167	0
6.02606	0.00102872	1.1995	0.139087	0
6.02721	0.00100653	1.29946	0.144868	0
6.02786	0.00105226	1.38276	0.150989	0
6.02782	0.00102398	1.18284	0.140447	0
6.02834	0.00104409	1.48272	0.159491	0
6.0278	0.001033	1.1995	0.141127	0
6.02592	0.00100329	1.09954	0.133646	0
6.02702	0.00102353	1.34944	0.149289	0
6.0281	0.00103112	1.09954	0.135686	0
6.02861	0.00105661	1.56601	0.163571	0
6.02875	0.00107963	1.34944	0.147248	0
6.0278	0.00106231	1.24948	0.143848	0
6.02624	0.00101166	1.23282	0.143167	0
6.02725	0.00100446	1.29946	0.144868	0
6.02829	0.00101159	1.34944	0.147248	0
6.02567	0.00100524	1.16618	0.137386	0
6.02428	0.0010031	1.18284	0.138407	0
6.02522	0.000966967	1.16618	0.137386	0
6.02514	0.000956135	1.06622	0.131605	0
6.02515	0.000993171	1.18284	0.138407	0
6.02581	0.00097741	1.1162	0.134326	0
6.02592	0.000994209	1.2828	0.143848	0
6.02773	0.00102774	1.08288	0.132625	0
6.02845	0.00099369	1.46606	0.15507	0
6.02806	0.00104227	1.29946	0.144868	0
6.02747	0.00104843	1.3661	0.148268	0
6.0273	0.000990317	1.04956	0.130585	0
6.02765	0.00102917	1.3661	0.148268	0
6.02889	0.00107782	1.59933	0.163571	0
6.02561	0.00100083	0.966264	0.125484	0
6.02436	0.000984545	1.16618	0.137386	0
6.02603	0.000978253	1.0329	0.131605	0
6.02618	0.00103313	1.33278	0.146568	0
6.02625	0.00100608	1.34944	0.149289	0
6.02714	0.00105803	1.24948	0.145888	0
6.0272	0.00106776	1.53269	0.160171	0
6.02733	0.00105343	1.3661	0.150309	0
6.02601	0.0010317	1.23282	0.141127	0
6.02428	0.000905153	0.749688	0.110861	0
6.02505	0.000956719	1.08288	0.132625	0
6.02711	0.000994144	1.34944	0.150989	0
6.02737	0.0010234	1.43274	0.151669	0
6.02661	0.00102534	1.2828	0.147588	0
6.02739	0.00102729	1.26614	0.144868	0
6.02766	0.00102015	1.58267	0.160851	0
6.02667	0.000996285	1.16618	0.139427	0
6.02668	0.0010064	1.3661	0.150309	0
6.02742	0.00105375	1.14952	0.138407	0
6.02816	0.00101782	1.38276	0.149289	0
6.02783	0.00101153	1.21616	0.145888	0
6.02723	0.00100485	1.33278	0.150309	0
6.02676	0.00102191	1.13286	0.137386	0
6.02676	0.00102002	1.39942	0.153709	0
6.02708	0.00100679	1.08288	0.134666	0
6.02712	0.00103248	1.43274	0.15541	0
6.02762	0.0010234	1.26614	0.142827	0
6.02775	0.000996479	1.26614	0.150649	0
6.02729	0.00104701	1.4494	0.15779	0
6.02686	0.00104766	1.06622	0.133646	0
6.02608	0.00100355	1.31612	0.145548	0
6.02574	0.000993431	1.16618	0.137386	0
6.02638	0.00102093	1.21616	0.142147	0
6.02763	0.00106484	1.51603	0.15575	0
6.02851	0.00105978	1.54935	0.159151	0
6.02646	0.00104779	1.26614	0.144868	0
6.02542	0.00100303	1.1162	0.138407	0
6.02557	0.00100673	1.41608	0.150989	0
6.02631	0.00107743	1.21616	0.144188	0
6.02658	0.00103468	1.38276	0.152689	0
6.02811	0.00103572	1.48272	0.15439	0
6.02806	0.00105421	1.54935	0.164592	0
6.02754	0.00106731	1.38276	0.15473	0
6.0269	0.00101192	1.16618	0.141467	0
6.02714	0.00104299	1.46606	0.160511	0
6.02815	0.00101989	1.41608	0.152689	0
6.02746	0.00103397	1.04956	0.130585	0
6.02807	0.00102645	1.41608	0.15813	0
6.02838	0.00102911	1.49938	0.15847	0
6.0275	0.00101036	1.34944	0.150989	0
6.02754	0.00104273	1.58267	0.159151	0
6.02759	0.00102722	1.31612	0.147588	0
6.02666	0.00103948	1.39942	0.149969	0
6.02714	0.00104059	1.33278	0.146568	0
6.02616	0.00104597	1.04956	0.132625	0
6.02576	0.000995896	1.38276	0.15643	0
6.02681	0.00106296	1.4494	0.15439	0
6.02579	0.000999139	1.24948	0.145888	0
6.02484	0.00103987	1.1995	0.141127	0
6.02595	0.00102041	1.43274	0.153709	0
6.02607	0.00102586	1.2828	0.143848	0
6.02696	0.00104376	1.4494	0.152689	0
6.02834	0.00104435	1.54935	0.162891	0
6.02566	0.00100835	0.999584	0.129565	0
6.02561	0.00101146	1.06622	0.131605	0
6.0262	0.000983053	1.39942	0.153709	0
6.02705	0.00100653	1.24948	0.143848	0
6.02778	0.00103961	1.34944	0.149289	0
6.02633	0.00102521	1.29946	0.148608	0
6.0263	0.000988112	1.33278	0.148268	0
6.02729	0.00101231	1.1995	0.139087	0
6.02699	0.000999398	1.01624	0.128545	0
6.02632	0.00101691	1.39942	0.153709	0
6.02568	0.00103618	1.2828	0.147588	0
6.02705	0.00102872	1.26614	0.142827	0
6.02836	0.00103728	1.3661	0.148268	0
6.02757	0.00105226	1.33278	0.146568	0
6.02598	0.000997387	1.38276	0.149289	0
6.02552	0.000985064	1.34944	0.147248	0
6.02618	0.0010533	1.06622	0.131605	0
6.0265	0.00101477	1.18284	0.138407	0
6.02567	0.00103222	1.13286	0.137386	0
6.02521	0.000986555	1.13286	0.135346	0
6.02469	0.000981756	1.0329	0.129565	0
6.02752	0.00101976	1.3661	0.148268	0
6.02679	0.00102943	1.1995	0.139087	0
6.02465	0.000987139	1.14952	0.136366	0
6.02698	0.00100712	1.1162	0.134326	0
6.02908	0.00105369	1.38276	0.149289	0
6.02807	0.00103747	1.4494	0.152689	0
6.02612	0.00102262	1.09954	0.133646	0
6.02612	0.00101049	1.18284	0.142147	0
6.02796	0.00102521	1.4494	0.152689	0
6.02779	0.000998555	1.24948	0.142147	0
6.02622	0.00105635	1.39942	0.15541	0
6.02646	0.00100089	1.23282	0.141127	0
6.02753	0.00102528	1.2828	0.145888	0
6.02837	0.00102521	1.38276	0.15473	0
6.02676	0.00102813	1.08288	0.132625	0
6.02618	0.0010042	1.18284	0.140447	0
6.0259	0.00098221	1.08288	0.134666	0
6.02647	0.00102515	1.24948	0.145888	0
6.02848	0.00101529	1.26614	0.150649	0
6.02723	0.00104908	1.33278	0.148268	0
6.02559	0.0010112	1.18284	0.138407	0
6.02663	0.00100517	1.3661	0.150309	0
6.02591	0.000955292	1.24948	0.142147	0
6.02517	0.000996415	1.2828	0.149629	0
6.02574	0.00101665	0.966264	0.127524	0
6.02628	0.00102593	1.04956	0.132625	0
6.02676	0.00101445	1.3661	0.152009	0
6.02592	0.00101419	1.08288	0.134666	0
6.02574	0.000982339	1.18284	0.138407	0
6.02707	0.000994144	1.31612	0.147588	0
6.02649	0.00102671	1.1995	0.141127	0
6.0275	0.00106212	1.48272	0.15439	0
6.02735	0.00103403	1.26614	0.146908	0
6.02745	0.00102035	1.2828	0.147588	0
6.028	0.00102204	1.24948	0.142147	0
6.02619	0.00101925	1.09954	0.133646	0
6.02624	0.00101568	1.2828	0.143848	0
6.02742	0.00102677	1.26614	0.144868	0
6.02669	0.000973064	1.24948	0.142147	0
6.02676	0.00103027	1.23282	0.144868	0
6.02705	0.000983053	1.34944	0.149289	0
6.0263	0.00102489	1.26614	0.142827	0
6.02646	0.00101548	1.26614	0.142827	0
6.02593	0.00100465	1.24948	0.143848	0
6.0262	0.00103773	1.29946	0.146568	0
6.02593	0.000990577	1.34944	0.147248	0
6.02712	0.00106569	1.34944	0.149289	0
6.02797	0.00103793	1.39942	0.152009	0
6.02984	0.00105473	1.4494	0.15439	0
6.26859	0.00537851	1.24948	0.142147	0
9.18703	0.0320577	60.2249	0.971226	0
12.8249	0.0195054	64.5564	0.946061	0
8.00522	0.0459081	19.0754	0.492754	0
4.10061	0.00956226	1.49938	0.15677	0
6.57097	0.0146115	1.56601	0.161871	0
6.49935	0.0110211	1.41608	0.15643	0
5.4701	0.00303757	1.1995	0.139087	0
6.23014	0.00441699	1.06622	0.133646	0
6.14509	0.00372284	1.04956	0.132625	0
5.84088	0.0014057	1.26614	0.142827	0
6.09422	0.00159029	1.1995	0.141127	0
6.05754	0.0014764	0.999584	0.127524	0
5.97121	0.00106783	1.74927	0.170373	0
6.05279	0.00107224	1.13286	0.135346	0
6.03919	0.00103909	1.2828	0.147588	0
6.01419	0.00103202	1.23282	0.144868	0
6.04002	0.000966837	1.33278	0.150309	0
6.03149	0.00103034	1.06622	0.133646	0
6.02509	0.00106037	1.2828	0.153369	0
6.03132	0.00105836	1.69929	0.166292	0
6.02711	0.00103215	1.1995	0.141127	0
6.02386	0.00105473	1.33278	0.146568	0
6.02672	0.00103455	1.54935	0.159151	0
6.02439	0.000999333	1.0329	0.133646	0
6.02579	0.0010352	1.39942	0.152009	0
6.02568	0.00105187	1.43274	0.153709	0
6.02696	0.00106394	1.56601	0.161871	0
6.02556	0.00107581	1.1995	0.139087	0
6.02402	0.00103883	1.49938	0.15847	0
6.02575	0.00103721	1.3661	0.150309	0
6.02727	0.00100712	1.23282	0.143167	0
6.02757	0.00107769	1.71595	0.166972	0
6.02776	0.001045	1.31612	0.147588	0
6.02784	0.0010269	1.53269	0.15847	0
6.02845	0.00103222	1.33278	0.146568	0
6.02699	0.0010306	1.26614	0.146908	0
6.02799	0.00103877	1.38276	0.15473	0
6.02823	0.00102054	1.33278	0.148268	0
6.0287	0.00107036	1.54935	0.159151	0
6.02784	0.00101004	0.966264	0.127524	0
6.02749	0.00095594	1.1995	0.139087	0
6.02949	0.00103961	1.34944	0.149289	0
6.03026	0.00106517	1.49938	0.15507	0
6.02852	0.00102171	1.1995	0.139087	0
6.02702	0.00104208	1.33278	0.146568	0
6.02597	0.00101185	1.24948	0.145888	0
6.02695	0.0010103	1.06622	0.131605	0
6.02659	0.00100991	1.26614	0.142827	0
6.02467	0.000992523	1.24948	0.142147	0
6.02533	0.00103339	1.29946	0.144868	0
6.02632	0.0010472	1.3661	0.148268	0
6.02436	0.00105239	1.31612	0.149289	0
6.0253	0.00104331	1.48272	0.15439	0
6.02608	0.00101055	1.51603	0.15779	0
6.02555	0.00102554	1.3661	0.150309	0
6.02505	0.00102379	1.3661	0.148268	0
6.02715	0.00101231	1.38276	0.152689	0
6.02597	0.000982534	1.06622	0.131605	0
6.02507	0.000988307	1.21616	0.142147	0
6.02846	0.00101749	1.26614	0.142827	0
6.02791	0.000995117	1.23282	0.143167	0
6.02626	0.00103092	1.23282	0.143167	0
6.02823	0.00104299	1.46606	0.15881	0
6.02887	0.00101458	1.13286	0.135346	0
6.02904	0.00104201	1.21616	0.144188	0
6.02785	0.00100958	1.1995	0.139087	0
6.02718	0.000992069	0.999584	0.131605	0
6.0279	0.00100472	1.26614	0.144868	0
6.02856	0.00106329	1.49938	0.160511	0
6.02725	0.0010459	1.1995	0.139087	0
6.02459	0.00101347	1.2828	0.143848	0
6.02503	0.000973907	1.0329	0.131605	0
6.02471	0.00102145	1.38276	0.150989	0
6.02552	0.00101607	1.21616	0.144188	0
6.02501	0.00100374	1.18284	0.140447	0
6.02482	0.00101302	1.21616	0.144188	0
6.02486	0.000991744	1.26614	0.142827	0
6.02479	0.000996155	1.06622	0.133646	0
6.02552	0.000986231	1.24948	0.145888	0
6.02594	0.00102424	1.26614	0.142827	0
6.02595	0.000974556	1.33278	0.148268	0
6.02674	0.000974815	1.24948	0.145888	0
6.0269	0.000962492	1.09954	0.133646	0
6.0277	0.00100958	1.31612	0.147588	0
6.02858	0.00103034	1.33278	0.148268	0
6.02786	0.00100511	1.33278	0.146568	0
6.02715	0.000968264	1.06622	0.131605	0
6.02729	0.000976372	0.882965	0.120043	0
6.02816	0.00101075	1.59933	0.163571	0
6.02899	0.00105252	1.26614	0.142827	0
6.02809	0.000974751	1.1995	0.141127	0
6.02628	0.00101017	1.23282	0.141127	0
6.02707	0.00100037	1.13286	0.135346	0
6.02621	0.000994404	1.26614	0.142827	0
6.0272	0.00098448	1.34944	0.147248	0
6.02611	0.00100978	1.31612	0.147588	0
6.02542	0.000979615	1.33278	0.146568	0
6.02633	0.00101347	1.18284	0.138407	0
6.02606	0.000988826	1.33278	0.15405	0
6.02513	0.000995766	1.0329	0.131605	0
6.02535	0.00102755	1.3661	0.152009	0
6.0275	0.00106997	1.48272	0.15609	0
6.0274	0.00103313	1.23282	0.141127	0
6.02528	0.00100725	1.16618	0.139427	0
6.02605	0.00103858	1.14952	0.136366	0
6.02716	0.00105129	1.54935	0.15745	0
6.02654	0.00102645	1.1995	0.143167	0
6.02695	0.00100802	1.1162	0.134326	0
6.02733	0.00102696	1.4494	0.152689	0
6.02666	0.00100387	1.2828	0.145888	0
6.0251	0.000987139	1.1995	0.139087	0
6.02666	0.00101107	1.16618	0.139427	0
