a2672316.421332
Narit-cm 23/07/2026 16:40:13 23/07/2026 16:42:13 0045 0013.384714 0052.542598 00.0 00.0
0002401 0010 0000000 0010 05 0000000 0010 0000000 0010
1 0 1 05024 0 0750 3.75 00532.p 0 0 01 000 16 002401 0.500 BT0
1 2 1 04090 0 0750 3.75 00532.p 0 0 01 000 16 002401 0.500 S2A0
1 1 1 05024 0 0750 3.75 00532.p 0 0 00 000 00 002401 3.1746 BC0
1 3 1 04090 0 0750 3.75 00532.p 0 0 00 000 00 002401 3.1746 S2P0
1 5 0 05024 0 0000 1.00 00000.o 0 0 00 000 00 000000 0.000 OF0
532.000 .p Analog 0 	532.000 .p Analog StErr 0 	532.000 .p Photon Counting 0 	532.000 .p PC StErr 0 	0.000 .o Overflow Info 0 
6.02827	0.00099155	1.38276	0.150989	0
6.02795	0.00102852	1.31612	0.147588	0
6.02751	0.00102716	1.29946	0.146568	0
6.02666	0.000995247	1.06622	0.131605	0
6.02644	0.00102469	1.16618	0.137386	0
6.02671	0.00100699	1.29946	0.146568	0
6.02783	0.00104577	1.38276	0.150989	0
6.02694	0.00103099	1.26614	0.146908	0
6.02519	0.00101665	1.24948	0.143848	0
6.02495	0.0010088	1.31612	0.145548	0
6.02596	0.000991615	1.2828	0.143848	0
6.0268	0.00103741	1.53269	0.15677	0
6.02627	0.00101023	1.26614	0.142827	0
6.02581	0.000968783	1.09954	0.135686	0
6.02666	0.00101308	1.34944	0.147248	0
6.02706	0.00103929	1.73261	0.169352	0
6.02783	0.00107782	1.48272	0.15609	0
6.02656	0.00102703	1.29946	0.144868	0
6.02542	0.000969172	1.21616	0.140107	0
6.02718	0.00100537	1.26614	0.142827	0
6.02815	0.00100173	1.3661	0.148268	0
6.02752	0.00104253	1.29946	0.144868	0
6.02842	0.00101652	1.48272	0.15439	0
6.02849	0.00102204	1.39942	0.152009	0
6.02788	0.00102463	1.26614	0.148608	0
6.02795	0.0010136	1.23282	0.143167	0
6.0272	0.00102696	1.41608	0.152689	0
6.02633	0.00101749	1.23282	0.143167	0
6.02733	0.00104175	1.33278	0.146568	0
6.02695	0.00100978	1.1995	0.141127	0
6.02585	0.000994858	1.2828	0.145888	0
6.02633	0.00100057	1.2828	0.143848	0
6.02836	0.00104772	1.58267	0.164251	0
6.02685	0.00103916	1.33278	0.148268	0
6.02566	0.00103163	1.54935	0.159151	0
6.02585	0.00105252	1.43274	0.153709	0
6.02579	0.00102165	1.1162	0.136366	0
6.02696	0.0010474	1.46606	0.153369	0
6.02749	0.00105641	1.41608	0.15439	0
6.02627	0.00103436	1.09954	0.133646	0
6.02715	0.00101749	1.31612	0.145548	0
6.02766	0.00103073	1.21616	0.140107	0
6.02541	0.000978577	1.08288	0.134666	0
6.02589	0.0010005	1.41608	0.15439	0
6.02776	0.00100206	1.1995	0.141127	0
6.02569	0.000978318	1.06622	0.131605	0
6.02524	0.00100439	1.29946	0.148608	0
6.02672	0.00101419	1.16618	0.139427	0
6.0265	0.00100919	1.31612	0.145548	0
6.02784	0.000983572	1.54935	0.15745	0
6.02855	0.0010232	1.31612	0.145548	0
6.02709	0.00105064	1.59933	0.168332	0
6.02595	0.00102418	1.04956	0.132625	0
6.02698	0.00100751	1.39942	0.149969	0
6.02787	0.00104	1.18284	0.138407	0
6.02635	0.000994274	1.38276	0.152689	0
6.0246	0.00100355	1.06622	0.135686	0
6.02505	0.000998166	1.13286	0.137386	0
6.02605	0.000982015	0.949604	0.124464	0
6.02651	0.00101276	1.38276	0.149289	0
6.02564	0.000997647	1.18284	0.140447	0
6.02553	0.000991939	1.04956	0.130585	0
6.02743	0.00103254	1.48272	0.15779	0
6.02746	0.00102846	1.3661	0.148268	0
6.02577	0.00102191	1.46606	0.15507	0
6.0259	0.000999333	1.0329	0.129565	0
6.02647	0.00101101	1.3661	0.150309	0
6.02666	0.00102301	1.2828	0.145888	0
6.02696	0.00101017	1.24948	0.143848	0
6.02703	0.00100984	1.21616	0.140107	0
6.02699	0.000990058	1.2828	0.145888	0
6.02827	0.00105991	1.53269	0.160171	0
6.03076	0.00106634	1.26614	0.148608	0
6.0284	0.00106997	1.61599	0.162551	0
6.02695	0.00105518	1.21616	0.140107	0
6.0279	0.00104707	1.38276	0.150989	0
6.02729	0.00103981	1.31612	0.149289	0
6.02734	0.00102113	1.24948	0.143848	0
6.02901	0.00106452	1.63265	0.164932	0
6.03055	0.00108962	1.59933	0.164932	0
6.02842	0.00106413	1.26614	0.144868	0
6.02517	0.00100044	1.09954	0.135686	0
6.02552	0.00104701	1.34944	0.149289	0
6.02763	0.00104117	1.31612	0.149289	0
6.02599	0.00100387	1.01624	0.128545	0
6.0245	0.000961778	1.16618	0.139427	0
6.02577	0.000978383	1.14952	0.138407	0
6.02571	0.00103358	1.08288	0.134666	0
6.0264	0.00102132	1.31612	0.149289	0
6.02615	0.000987593	1.2828	0.143848	0
6.02627	0.00102904	1.43274	0.153709	0
6.02803	0.00104759	1.33278	0.148268	0
6.02783	0.0010653	1.38276	0.150989	0
6.02695	0.00105505	1.24948	0.143848	0
6.02784	0.00103656	1.38276	0.150989	0
6.02745	0.00102158	1.23282	0.143167	0
6.02717	0.00101393	1.24948	0.143848	0
6.02836	0.00104526	1.31612	0.147588	0
6.02864	0.00101321	1.24948	0.143848	0
6.02646	0.000991355	1.24948	0.142147	0
6.0276	0.00105057	1.34944	0.149289	0
6.02803	0.00101386	0.999584	0.129565	0
6.02682	0.00103202	1.38276	0.150989	0
6.02757	0.00101269	1.31612	0.147588	0
6.02805	0.00107276	1.49938	0.15677	0
6.02716	0.00101321	1.16618	0.139427	0
6.02565	0.000985453	1.3661	0.148268	0
6.02766	0.00103196	1.33278	0.150309	0
6.0256	0.000983702	1.16618	0.137386	0
6.02381	0.00096327	1.16618	0.137386	0
6.02452	0.000977734	1.09954	0.133646	0
6.0268	0.00100141	1.1995	0.141127	0
6.02735	0.00102846	1.24948	0.143848	0
6.02569	0.000990966	1.1995	0.139087	0
6.0258	0.00100154	1.13286	0.139427	0
6.02722	0.00101581	1.48272	0.15609	0
6.02577	0.000992069	1.13286	0.139427	0
6.02578	0.000995117	1.2828	0.147588	0
6.02847	0.00105051	1.29946	0.148608	0
6.02821	0.00103501	1.41608	0.150989	0
6.02694	0.00101626	1.31612	0.147588	0
6.02733	0.00104513	1.29946	0.146568	0
6.02625	0.000995247	1.2828	0.143848	0
6.02672	0.000978188	1.23282	0.141127	0
6.02783	0.00101484	0.999584	0.127524	0
6.02758	0.000971961	1.61599	0.162551	0
6.0281	0.000987334	1.21616	0.142147	0
6.02794	0.00101522	1.16618	0.143167	0
6.02708	0.0010472	1.29946	0.144868	0
6.02755	0.00103267	1.4494	0.15439	0
6.02865	0.00105978	1.43274	0.153709	0
6.02768	0.00104156	1.2828	0.145888	0
6.02553	0.00101218	1.09954	0.137726	0
6.0258	0.00100608	1.29946	0.144868	0
6.02538	0.000974556	0.999584	0.127524	0
6.02416	0.000973129	1.18284	0.142147	0
6.02508	0.00098435	1.09954	0.133646	0
6.02536	0.00101017	1.21616	0.142147	0
6.0262	0.00105096	1.41608	0.152689	0
6.02698	0.00101613	1.41608	0.150989	0
6.02634	0.00101094	1.3661	0.148268	0
6.02554	0.00101568	1.13286	0.137386	0
6.02798	0.00102126	1.46606	0.153369	0
6.0281	0.00105855	1.33278	0.146568	0
6.02701	0.00105006	1.33278	0.150309	0
6.02889	0.0010472	1.33278	0.150309	0
6.02919	0.00104571	1.34944	0.147248	0
6.02713	0.00104993	1.16618	0.139427	0
6.02693	0.00101075	1.1995	0.139087	0
6.02755	0.00100971	1.31612	0.149289	0
6.02766	0.00102366	1.38276	0.149289	0
6.02779	0.00101801	1.26614	0.144868	0
6.02824	0.00103728	1.2828	0.145888	0
6.02882	0.00107691	1.51603	0.15779	0
6.02708	0.00104636	1.26614	0.142827	0
6.02632	0.00102528	1.51603	0.15779	0
6.02799	0.00105213	1.46606	0.15711	0
6.02653	0.00103274	1.51603	0.159491	0
6.02653	0.000974361	1.09954	0.133646	0
6.02636	0.00101192	1.31612	0.145548	0
6.02741	0.00106446	1.31612	0.145548	0
6.02694	0.00101659	1.23282	0.141127	0
6.0258	0.00103546	1.26614	0.142827	0
6.02532	0.00101269	1.29946	0.144868	0
6.02668	0.00105978	1.1995	0.141127	0
6.02694	0.000965151	1.09954	0.135686	0
6.02573	0.000976307	0.916285	0.122083	0
6.02737	0.00101581	1.48272	0.15779	0
6.02868	0.00101769	1.4494	0.152689	0
6.02852	0.00106549	1.21616	0.144188	0
6.02758	0.00102898	1.16618	0.139427	0
6.02754	0.0010173	1.13286	0.135346	0
6.02697	0.00100037	1.06622	0.131605	0
6.02694	0.00101834	1.49938	0.15847	0
6.02824	0.00101711	1.23282	0.141127	0
6.02814	0.00104856	1.24948	0.142147	0
6.0277	0.00103767	1.41608	0.150989	0
6.02771	0.00101127	1.26614	0.142827	0
6.0271	0.00101652	1.43274	0.151669	0
6.02692	0.00103793	1.1995	0.141127	0
6.02577	0.00104201	1.4494	0.15609	0
6.02571	0.00105596	1.29946	0.150309	0
6.02672	0.0010282	1.39942	0.152009	0
6.02596	0.000984739	1.16618	0.137386	0
6.02568	0.00100005	1.38276	0.15473	0
6.02797	0.001076	1.48272	0.15609	0
6.02837	0.00109663	1.46606	0.162211	0
6.02621	0.00106309	1.49938	0.15847	0
6.02561	0.00103566	1.43274	0.151669	0
6.02658	0.00105349	1.33278	0.150309	0
6.02539	0.000957303	0.899625	0.123444	0
6.02474	0.000993236	1.16618	0.137386	0
6.0275	0.000997193	1.18284	0.142147	0
6.02672	0.00101042	1.29946	0.148608	0
6.02688	0.00106348	1.34944	0.147248	0
6.0285	0.00101081	1.39942	0.149969	0
6.0275	0.000997452	1.31612	0.147588	0
6.02756	0.00101484	1.08288	0.132625	0
6.0273	0.00101769	1.2828	0.143848	0
6.02661	0.00100335	1.33278	0.148268	0
6.02625	0.000995247	1.09954	0.135686	0
6.0262	0.00100926	1.23282	0.141127	0
6.0269	0.00100854	1.38276	0.149289	0
6.02767	0.00104474	1.38276	0.152689	0
6.02752	0.00102923	1.18284	0.138407	0
6.02585	0.000999917	1.1162	0.136366	0
6.02564	0.00102087	1.4494	0.15779	0
6.02888	0.00103968	1.54935	0.164592	0
6.02769	0.00106309	1.38276	0.150989	0
6.02482	0.000989863	1.26614	0.142827	0
6.02511	0.00100407	1.38276	0.149289	0
6.02487	0.00100712	1.16618	0.137386	0
6.02572	0.00101853	1.1995	0.139087	0
6.02664	0.000997128	1.23282	0.143167	0
6.02649	0.00100251	1.1995	0.141127	0
6.02688	0.00102002	1.33278	0.148268	0
6.02721	0.00100718	1.13286	0.135346	0
6.02715	0.000998425	1.16618	0.139427	0
6.02719	0.00102923	1.3661	0.152009	0
6.02823	0.0010221	1.23282	0.141127	0
6.02675	0.00102242	1.21616	0.142147	0
6.02666	0.00103566	1.41608	0.150989	0
6.02885	0.00103047	1.23282	0.141127	0
6.02942	0.00104318	1.51603	0.159491	0
6.02869	0.0010282	1.51603	0.15779	0
6.02641	0.00102729	1.21616	0.145888	0
6.02797	0.00106108	1.2828	0.145888	0
6.02805	0.00104603	1.29946	0.152349	0
6.02685	0.0010354	1.38276	0.149289	0
6.02659	0.00101107	1.33278	0.146568	0
6.02696	0.000994209	1.16618	0.137386	0
6.02603	0.0010149	1.2828	0.145888	0
6.02586	0.00100783	1.09954	0.133646	0
6.02654	0.00101853	1.53269	0.15677	0
6.02747	0.00104552	1.23282	0.143167	0
6.0277	0.00103864	1.49938	0.15507	0
6.02654	0.00101497	1.13286	0.135346	0
6.02666	0.00105226	1.49938	0.15677	0
6.02824	0.00103183	1.39942	0.15541	0
6.02763	0.00102885	1.21616	0.145888	0
6.02623	0.00101477	1.18284	0.140447	0
6.02691	0.00100712	1.24948	0.142147	0
6.02811	0.00104766	1.29946	0.146568	0
6.0274	0.00100193	1.43274	0.153709	0
6.02722	0.00101561	1.3661	0.150309	0
6.02701	0.000985323	1.04956	0.132625	0
6.02561	0.000983637	1.0329	0.129565	0
6.02606	0.00101782	1.16618	0.139427	0
6.027	0.000978253	1.34944	0.149289	0
6.02828	0.00103695	1.18284	0.142147	0
6.02713	0.00101555	1.24948	0.142147	0
6.02693	0.00101691	1.21616	0.140107	0
6.02658	0.000994988	1.14952	0.138407	0
6.02772	0.00104396	1.51603	0.15575	0
6.02735	0.00101114	1.3661	0.153709	0
6.02664	0.000974491	1.08288	0.132625	0
6.0269	0.000984285	1.34944	0.149289	0
6.02647	0.00103864	1.26614	0.146908	0
6.02706	0.00101023	1.29946	0.146568	0
6.02676	0.00103624	1.43274	0.15541	0
6.02667	0.000992782	1.1995	0.139087	0
6.02678	0.00104162	1.31612	0.149289	0
6.02677	0.00102625	1.33278	0.146568	0
6.02643	0.0010173	1.23282	0.146908	0
6.02595	0.00101114	1.0329	0.131605	0
6.025	0.000955811	1.21616	0.142147	0
6.02526	0.000981821	1.14952	0.138407	0
6.02589	0.00101244	1.29946	0.146568	0
6.02598	0.00100582	1.23282	0.144868	0
6.0275	0.000999917	1.24948	0.142147	0
6.02784	0.00101218	1.29946	0.148608	0
6.02698	0.00101944	1.38276	0.149289	0
6.02721	0.00100147	1.43274	0.151669	0
6.02663	0.00100588	0.949604	0.124464	0
6.02614	0.00100368	1.09954	0.135686	0
6.02762	0.00103734	1.23282	0.143167	0
6.02865	0.00106673	1.2828	0.143848	0
6.02698	0.00102067	1.56601	0.15847	0
6.02849	0.0010557	1.46606	0.15507	0
6.02977	0.00105239	1.53269	0.160171	0
6.02835	0.00108489	1.51603	0.15779	0
6.02715	0.00104357	1.18284	0.142147	0
6.02708	0.00105116	1.3661	0.148268	0
6.02663	0.00100588	1.39942	0.15541	0
6.02612	0.00100984	1.24948	0.145888	0
6.02648	0.00101976	1.18284	0.138407	0
6.02558	0.00102314	1.23282	0.143167	0
6.02634	0.00099168	1.38276	0.149289	0
6.02794	0.00104694	1.31612	0.151329	0
6.02822	0.00105966	1.3661	0.150309	0
6.02652	0.00103845	1.41608	0.152689	0
6.02614	0.00101672	1.34944	0.149289	0
6.02545	0.00101471	1.09954	0.133646	0
6.02587	0.000976826	1.23282	0.143167	0
6.02803	0.00100906	1.16618	0.137386	0
6.02696	0.00103079	1.33278	0.146568	0
6.02719	0.00102314	1.09954	0.133646	0
6.02683	0.000998944	1.38276	0.15473	0
6.02697	0.00101678	1.14952	0.140447	0
6.02817	0.00104675	1.53269	0.160171	0
6.0274	0.00103176	1.21616	0.140107	0
6.02636	0.000984674	1.21616	0.144188	0
6.02531	0.000978253	1.39942	0.149969	0
6.02591	0.000999333	1.3661	0.148268	0
6.02696	0.0010317	1.4494	0.152689	0
6.02632	0.000976502	1.1162	0.134326	0
6.02518	0.000995766	1.2828	0.145888	0
6.02532	0.000975399	1.24948	0.142147	0
6.02485	0.000942449	1.18284	0.142147	0
6.02575	0.00101282	1.31612	0.147588	0
6.02663	0.00101497	1.29946	0.146568	0
6.0253	0.00101581	1.14952	0.136366	0
6.02538	0.00103138	1.24948	0.143848	0
6.02715	0.00102288	1.43274	0.151669	0
6.02556	0.000999009	1.04956	0.134666	0
6.02602	0.000988696	1.09954	0.133646	0
6.0281	0.00101931	1.51603	0.15779	0
6.02616	0.00102262	1.13286	0.139427	0
6.02551	0.00100232	1.24948	0.143848	0
6.02703	0.000999723	1.18284	0.138407	0
6.02705	0.00098435	1.26614	0.144868	0
6.02797	0.00099622	1.39942	0.15541	0
6.02689	0.000994209	1.08288	0.134666	0
6.02584	0.000964308	1.08288	0.134666	0
6.0278	0.00103527	1.31612	0.145548	0
6.02787	0.00104629	1.33278	0.148268	0
6.02522	0.00101879	1.16618	0.139427	0
6.02582	0.000971767	1.31612	0.149289	0
6.02738	0.000993755	1.18284	0.138407	0
6.02765	0.00103877	1.3661	0.152009	0
6.02756	0.00103605	1.31612	0.149289	0
6.02621	0.00102839	1.21616	0.140107	0
6.02624	0.000993236	1.23282	0.141127	0
6.02646	0.000992523	1.38276	0.149289	0
6.02559	0.00101295	1.1162	0.138407	0
6.02529	0.00104817	1.31612	0.147588	0
6.02743	0.00108151	1.51603	0.159491	0
6.02737	0.00106257	1.1995	0.145208	0
6.02616	0.00102508	1.38276	0.150989	0
6.02768	0.00104837	1.71595	0.170373	0
6.02916	0.00108638	1.4494	0.15439	0
6.02648	0.000997387	1.16618	0.137386	0
6.02621	0.00101724	1.0329	0.129565	0
6.02756	0.000990317	1.26614	0.144868	0
6.02639	0.00100245	1.21616	0.144188	0
6.02622	0.000985258	1.3661	0.148268	0
6.02722	0.000996869	0.999584	0.129565	0
6.02612	0.000996155	1.14952	0.138407	0
6.02611	0.000961908	0.916285	0.124464	0
6.02691	0.00100108	1.18284	0.138407	0
6.02692	0.00101847	1.43274	0.153709	0
6.02796	0.00104506	1.14952	0.136366	0
6.02743	0.000985647	1.2828	0.147588	0
6.0269	0.00106225	1.43274	0.153709	0
6.02697	0.00101354	1.23282	0.141127	0
6.02636	0.00101964	1.33278	0.148268	0
6.02694	0.00102534	1.38276	0.150989	0
6.02537	0.000983572	1.23282	0.143167	0
6.02607	0.00100537	1.18284	0.142147	0
6.0265	0.00104493	1.41608	0.150989	0
6.02565	0.00104039	1.33278	0.146568	0
6.02472	0.000983507	1.08288	0.132625	0
6.02617	0.00099155	1.31612	0.145548	0
6.02816	0.00105194	1.23282	0.144868	0
6.02829	0.00103611	1.43274	0.151669	0
6.02689	0.000989799	1.23282	0.143167	0
6.02693	0.00100524	1.33278	0.148268	0
6.02708	0.000983312	1.26614	0.142827	0
6.02714	0.00103579	1.31612	0.151329	0
6.02776	0.00107094	1.14952	0.138407	0
6.02806	0.00101594	1.38276	0.149289	0
6.02727	0.000994923	1.23282	0.141127	0
6.02758	0.00103676	1.39942	0.149969	0
6.02825	0.0010544	1.33278	0.150309	0
6.02774	0.00104513	1.34944	0.147248	0
6.02702	0.00102054	1.39942	0.149969	0
6.02745	0.00104519	1.34944	0.150989	0
6.02706	0.00100939	1.1995	0.141127	0
6.02659	0.000997582	1.43274	0.151669	0
6.0275	0.0010354	1.33278	0.146568	0
6.02736	0.00100076	1.38276	0.149289	0
6.02752	0.000981431	1.18284	0.140447	0
6.02611	0.00103125	1.29946	0.144868	0
6.02565	0.000987464	1.14952	0.136366	0
6.0264	0.00102807	1.2828	0.143848	0
6.02598	0.00101179	1.08288	0.134666	0
6.02624	0.00103695	1.31612	0.145548	0
6.02686	0.00102002	1.24948	0.142147	0
6.02596	0.00103708	1.33278	0.146568	0
6.0259	0.00106277	1.26614	0.146908	0
6.02701	0.00104642	1.26614	0.142827	0
6.02722	0.00101678	1.46606	0.153369	0
6.02864	0.00102255	1.39942	0.149969	0
6.02835	0.00101542	1.26614	0.142827	0
6.02733	0.000979291	1.16618	0.139427	0
6.02797	0.00101464	1.14952	0.138407	0
6.02787	0.00102216	1.34944	0.147248	0
6.02766	0.00102975	1.16618	0.137386	0
6.02704	0.00101257	1.1995	0.143167	0
6.02741	0.00100608	1.33278	0.146568	0
6.02845	0.00102424	1.26614	0.144868	0
6.0263	0.000971313	1.14952	0.136366	0
6.02502	0.00101269	1.16618	0.141467	0
6.02629	0.00100608	1.16618	0.137386	0
6.02607	0.000992134	1.16618	0.139427	0
6.02678	0.00101373	1.2828	0.143848	0
6.0256	0.00102437	1.0329	0.131605	0
6.02562	0.000986685	1.24948	0.142147	0
6.02711	0.00104999	1.41608	0.150989	0
6.02613	0.00104837	1.2828	0.147588	0
6.02594	0.00104519	1.21616	0.144188	0
6.02688	0.00100595	1.34944	0.149289	0
6.02583	0.000969951	1.1162	0.134326	0
6.02545	0.000985258	1.14952	0.136366	0
6.02683	0.0010664	1.31612	0.147588	0
6.02435	0.00100083	1.08288	0.136706	0
6.02518	0.000981107	1.13286	0.135346	0
6.02679	0.000978707	1.13286	0.135346	0
6.02797	0.00102054	1.43274	0.151669	0
6.02787	0.00102275	1.41608	0.150989	0
6.02641	0.000977475	1.01624	0.128545	0
6.02608	0.000978318	1.29946	0.144868	0
6.02722	0.000999268	1.29946	0.146568	0
6.02742	0.000989085	1.18284	0.140447	0
6.02686	0.00100031	1.31612	0.149289	0
6.02795	0.0011	1.38276	0.150989	0
6.0266	0.00105907	1.24948	0.142147	0
6.02628	0.00100498	1.29946	0.144868	0
6.02748	0.00100932	1.0329	0.129565	0
6.02737	0.00101542	1.31612	0.147588	0
6.02717	0.00101821	1.3661	0.148268	0
6.02727	0.00103183	1.34944	0.149289	0
6.02682	0.001009	1.33278	0.146568	0
6.02659	0.00101017	1.14952	0.136366	0
6.02502	0.000975594	1.06622	0.131605	0
6.02496	0.000987853	1.33278	0.146568	0
6.02753	0.00102132	1.33278	0.148268	0
6.02674	0.00102405	1.34944	0.149289	0
6.02503	0.00100348	0.949604	0.126504	0
6.02628	0.00100413	1.39942	0.149969	0
6.0272	0.000999917	1.41608	0.15439	0
6.02472	0.000987982	1.1162	0.134326	0
6.02631	0.000991744	1.38276	0.149289	0
6.02783	0.00103371	1.41608	0.150989	0
6.02741	0.00104552	1.31612	0.145548	0
6.02735	0.00102268	1.21616	0.142147	0
6.0277	0.0010474	1.26614	0.142827	0
6.02774	0.00105576	1.26614	0.142827	0
6.02571	0.00101808	1.18284	0.140447	0
6.02692	0.00104201	1.46606	0.15711	0
6.02753	0.00100044	1.1995	0.143167	0
6.02813	0.00106167	1.2828	0.145888	0
6.02851	0.00105226	1.31612	0.149289	0
6.02663	0.00104623	1.38276	0.149289	0
6.0264	0.000988955	1.24948	0.142147	0
6.02739	0.00104577	1.29946	0.148608	0
6.02796	0.00105103	1.24948	0.142147	0
6.02605	0.00104149	1.33278	0.152009	0
6.02663	0.0010258	1.14952	0.138407	0
6.02681	0.00104577	1.48272	0.15609	0
6.02579	0.00100835	1.1995	0.139087	0
6.02472	0.000976891	1.18284	0.138407	0
6.02558	0.00103728	1.21616	0.142147	0
6.02483	0.000995377	1.01624	0.128545	0
6.0249	0.00101425	1.2828	0.145888	0
6.02563	0.00102599	1.31612	0.145548	0
6.02591	0.000994209	1.39942	0.153709	0
6.02745	0.00104967	1.46606	0.15711	0
6.0287	0.00102216	1.1995	0.139087	0
6.02663	0.00097994	1.3661	0.148268	0
6.02695	0.00101049	1.51603	0.159491	0
6.02851	0.00103397	1.23282	0.141127	0
6.02782	0.00104318	1.38276	0.149289	0
6.02776	0.00102392	1.23282	0.144868	0
6.02803	0.00104824	1.4494	0.15779	0
6.02735	0.00102294	1.24948	0.142147	0
6.02772	0.00103669	1.29946	0.144868	0
6.02793	0.00102671	1.3661	0.148268	0
6.02854	0.00108651	1.54935	0.159151	0
6.0269	0.00100426	1.33278	0.146568	0
6.02494	0.00100018	1.23282	0.141127	0
6.02719	0.00102956	1.53269	0.15847	0
6.02825	0.00106627	1.38276	0.152689	0
6.02592	0.00101068	1.14952	0.138407	0
6.0264	0.00105213	1.29946	0.148608	0
6.0268	0.00103689	1.09954	0.135686	0
6.02376	0.000980134	0.899625	0.121063	0
6.02454	0.000984934	1.14952	0.140447	0
6.02827	0.00104474	1.46606	0.15711	0
6.02696	0.00104856	1.34944	0.150989	0
6.0256	0.00100102	1.31612	0.147588	0
6.0269	0.0010114	1.18284	0.138407	0
6.02787	0.00101899	1.41608	0.15439	0
6.02825	0.000991939	1.23282	0.141127	0
6.0264	0.00100284	1.14952	0.136366	0
6.02646	0.00103514	1.21616	0.144188	0
6.02803	0.00105635	1.33278	0.146568	0
6.02769	0.0010522	1.34944	0.147248	0
6.02752	0.00104059	1.39942	0.149969	0
6.02688	0.000998296	1.26614	0.142827	0
6.02618	0.000973064	1.0329	0.129565	0
6.02649	0.000978318	1.23282	0.144868	0
6.02715	0.00100031	1.34944	0.149289	0
6.02621	0.00103157	1.26614	0.146908	0
6.02748	0.00105927	1.31612	0.15473	0
6.02663	0.00101944	1.09954	0.135686	0
6.02482	0.00101425	1.18284	0.140447	0
6.02607	0.00102392	1.3661	0.148268	0
6.02541	0.000981885	1.1162	0.134326	0
6.02406	0.000982729	1.3661	0.152009	0
6.02494	0.000963724	1.24948	0.143848	0
6.02518	0.000980977	1.1995	0.139087	0
6.02593	0.00104493	1.49938	0.162211	0
6.02738	0.00102813	1.26614	0.142827	0
6.02469	0.000981366	1.18284	0.140447	0
6.02422	0.00097994	1.0329	0.129565	0
6.02768	0.00102431	1.46606	0.15881	0
6.02815	0.00103034	1.39942	0.152009	0
6.02616	0.0010066	1.0329	0.129565	0
6.02641	0.00102307	1.34944	0.150989	0
6.02686	0.00101354	1.39942	0.152009	0
6.02578	0.000979421	1.0329	0.129565	0
6.02655	0.000983766	1.24948	0.142147	0
6.0268	0.000962427	1.13286	0.135346	0
6.02586	0.000983118	1.16618	0.141467	0
6.02681	0.0010125	1.24948	0.142147	0
6.02742	0.00103546	1.3661	0.152009	0
6.02684	0.000979745	1.3661	0.150309	0
6.0268	0.000990253	1.18284	0.138407	0
6.02802	0.00108456	1.53269	0.15847	0
6.02634	0.00102846	1.31612	0.149289	0
6.02642	0.00107217	1.56601	0.161871	0
6.02845	0.00107801	1.39942	0.153709	0
6.02671	0.00102567	1.31612	0.147588	0
6.02586	0.00103585	1.31612	0.147588	0
6.0264	0.00104441	1.31612	0.147588	0
6.02626	0.00103332	1.31612	0.145548	0
6.02622	0.0010352	1.43274	0.15881	0
6.0273	0.00106024	1.29946	0.146568	0
6.02885	0.00104026	1.33278	0.146568	0
6.02798	0.00103715	1.41608	0.152689	0
6.02586	0.000990836	1.2828	0.143848	0
6.02733	0.00101438	1.31612	0.147588	0
6.02659	0.000971897	1.14952	0.138407	0
6.02589	0.00100277	1.18284	0.142147	0
6.02634	0.000964437	1.06622	0.133646	0
6.02758	0.00103151	1.39942	0.15541	0
6.02701	0.00103663	1.2828	0.145888	0
6.02795	0.00104487	1.23282	0.143167	0
6.0286	0.00102632	1.2828	0.145888	0
6.02612	0.00101899	1.3661	0.152009	0
6.02699	0.00103656	1.18284	0.140447	0
6.02742	0.00103099	1.06622	0.137726	0
6.02646	0.00100848	1.3661	0.148268	0
6.02631	0.00100459	1.24948	0.145888	0
6.02717	0.00105888	1.4494	0.15609	0
6.02797	0.00106121	1.29946	0.146568	0
6.02809	0.00104759	1.46606	0.15711	0
6.028	0.00102372	1.39942	0.15541	0
6.02633	0.00103819	1.18284	0.138407	0
6.02643	0.00101373	1.54935	0.15745	0
6.02833	0.00104707	1.68263	0.165612	0
6.02689	0.00103579	0.932945	0.123104	0
6.02481	0.000981302	1.18284	0.140447	0
6.02545	0.00098902	1.06622	0.131605	0
6.02611	0.000985518	1.21616	0.142147	0
6.02642	0.00104843	1.48272	0.15779	0
6.02706	0.00105764	1.18284	0.140447	0
6.02669	0.000991226	1.06622	0.131605	0
6.0267	0.000977021	1.34944	0.147248	0
6.02837	0.00104759	1.38276	0.150989	0
6.02796	0.00101458	1.51603	0.15575	0
6.02671	0.000992134	1.01624	0.128545	0
6.02734	0.000998425	1.48272	0.15439	0
6.02838	0.00104188	1.31612	0.147588	0
6.02732	0.00104714	1.24948	0.142147	0
6.02641	0.00102463	1.21616	0.140107	0
6.02678	0.00105051	1.49938	0.15507	0
6.02604	0.00103566	1.2828	0.143848	0
6.02668	0.00104746	1.1162	0.134326	0
6.02697	0.00103313	1.63265	0.166632	0
6.02592	0.0010304	1.04956	0.130585	0
6.02472	0.000978253	1.21616	0.142147	0
6.02538	0.00102398	1.23282	0.144868	0
6.02628	0.00105823	1.39942	0.152009	0
6.02556	0.000998101	1.14952	0.138407	0
6.02539	0.00101205	1.41608	0.152689	0
6.02702	0.000990707	1.16618	0.139427	0
6.02839	0.00103371	1.49938	0.15507	0
6.0269	0.00104273	1.33278	0.146568	0
6.02733	0.00101425	1.33278	0.150309	0
