a2672316.473539
Narit-cm 23/07/2026 16:45:35 23/07/2026 16:47:35 0045 0013.384714 0052.542598 00.0 00.0
0002401 0010 0000000 0010 05 0000000 0010 0000000 0010
1 0 1 05024 0 0750 3.75 00532.s 0 0 01 000 16 002401 0.500 BT0
1 2 1 04090 0 0750 3.75 00532.s 0 0 01 000 16 002401 0.500 S2A0
1 1 1 05024 0 0750 3.75 00532.s 0 0 00 000 00 002401 3.1746 BC0
1 3 1 04090 0 0750 3.75 00532.s 0 0 00 000 00 002401 3.1746 S2P0
1 5 0 05024 0 0000 1.00 00000.o 0 0 00 000 00 000000 0.000 OF0
532.000 .s Analog 0 	532.000 .s Analog StErr 0 	532.000 .s Photon Counting 0 	532.000 .s PC StErr 0 	0.000 .o Overflow Info 0 
6.00612	0.000597252	0	0	0
6.00678	0.000591609	0	0	0
6.00817	0.000595047	0	0	0
6.00781	0.000590182	0	0	0
6.00674	0.000591739	0	0	0
6.00748	0.00059576	0	0	0
6.00689	0.000602182	0	0	0
6.00674	0.000591414	0	0	0
6.0076	0.000602441	0	0	0
6.0078	0.000584669	0	0	0
6.00809	0.00059816	0	0	0
6.00766	0.000581815	0	0	0
6.00721	0.000591998	0	0	0
6.00785	0.000593555	0	0	0
6.00696	0.000586939	0	0	0
6.00668	0.000586031	0	0	0
6.00746	0.000599133	0	0	0
6.00745	0.000585771	0	0	0
6.00786	0.000593425	0	0	0
6.00771	0.000590377	0	0	0
6.00673	0.000609316	0	0	0
6.00759	0.000603803	0	0	0
6.0061	0.000586874	0	0	0
6.0063	0.000592582	0	0	0
6.00693	0.000584409	0	0	0
6.00758	0.000593166	0	0	0
6.00716	0.000589209	0	0	0
6.0078	0.000593814	0	0	0
6.00688	0.000585317	0	0	0
6.00647	0.000581231	0	0	0
6.0071	0.00058895	0	0	0
6.00755	0.00059122	0	0	0
6.00734	0.000601079	0	0	0
6.00699	0.000590766	0	0	0
6.00737	0.000592582	0	0	0
6.00824	0.000605814	0	0	0
6.00803	0.000598809	0	0	0
6.00738	0.000611068	0	0	0
6.00796	0.000593295	0	0	0
6.00861	0.000593879	0	0	0
6.00734	0.000592712	0	0	0
6.00708	0.000591998	0	0	0
6.00788	0.0006027	0	0	0
6.00844	0.000582463	0	0	0
6.00701	0.000595176	0	0	0
6.00699	0.000593425	0	0	0
6.0075	0.000610095	0	0	0
6.00735	0.000598679	0	0	0
6.00695	0.00059842	0	0	0
6.00684	0.00059135	0	0	0
6.00726	0.00058415	0	0	0
6.0076	0.000603803	0	0	0
6.00642	0.000598225	0	0	0
6.0071	0.000588106	0	0	0
6.00646	0.000599198	0	0	0
6.00695	0.000596668	0	0	0
6.00721	0.000594463	0	0	0
6.00714	0.000583047	0	0	0
6.00728	0.000594787	0	0	0
6.0076	0.00059803	0	0	0
6.00759	0.00061483	0	0	0
6.00777	0.000609252	0	0	0
6.00805	0.000602441	0	0	0
6.00762	0.000588431	0	0	0
6.00774	0.000601209	0	0	0
6.009	0.000605489	0	0	0
6.00811	0.000588042	0	0	0
6.00757	0.000591609	0	0	0
6.00716	0.000594657	0	0	0
6.00696	0.000585512	0	0	0
6.00774	0.000605944	0	0	0
6.00808	0.000596798	0	0	0
6.00679	0.000590052	0	0	0
6.00641	0.000584669	0	0	0
6.00728	0.00058882	0	0	0
6.00704	0.000580777	0	0	0
6.0064	0.000600949	0	0	0
6.0058	0.000604776	0	0	0
6.00537	0.000606268	0	0	0
6.00584	0.000584863	0	0	0
6.00776	0.000606073	0	0	0
6.00775	0.000612754	0	0	0
6.00663	0.000600819	0	0	0
6.00676	0.00059842	0	0	0
6.00623	0.00059803	0	0	0
6.00735	0.000607306	0	0	0
6.00813	0.000592776	0	0	0
6.00834	0.000585706	0	0	0
6.0079	0.000583242	0	0	0
6.0081	0.000587912	0	0	0
6.00781	0.00060043	0	0	0
6.00872	0.000595695	0	0	0
